,subjects,abstract,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,corp_creators,userid,lastmod,uri,full_text_status,refereed,ispublished,publisher,documents,divisions,type,dir,publication,issn,creators,number,date_type,volume,official_url,related_url,book_title,pagerange,pres_type,event_location,event_title,event_type,event_dates,contributors,place_of_pub,id_number,contact_email,funders,pages,isbn,editors
52,['H1'],"Desentralisasi Fiskal dan Implikasinya terhadap Kemandirian Daerah Pasca Pemekaran (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji)",2022-07-22 00:58:50,archive,7,show,"Desentralisasi Fiskal dan Implikasinya terhadap Kemandirian Daerah Pasca Pemekaran (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji)",43553,2022-07-22 00:58:50,,681,2022-07-22 00:58:50,http://repository.lppm.unila.ac.id/id/eprint/43553,public,,unpub,Universitas Lampung,"[{'files': [{'datasetid': 'document', 'filesize': 5495233, 'mime_type': 'application/pdf', 'fileid': 475254, 'hash': '6efb09959583d78129a075ca0eae029b', 'filename': '0. DIPA UNILA.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-21 04:57:28', 'objectid': 165498, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475254'}], 'main': '0. DIPA UNILA.pdf', 'docid': 165498, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165498', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43553, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0/00/04/35/53,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,
53,['H1'],Laporan DPL PKL FISIP Universitas Lampung,2022-07-21 01:12:47,archive,7,show,Dosen Pembimbing Lapangan Praktik Kerja Lapangan (DPL-PKL) FISIP Universitas Lampung,43526,2022-07-21 01:12:47,,681,2022-07-21 01:12:47,http://repository.lppm.unila.ac.id/id/eprint/43526,public,,unpub,Universitas Lampung,"[{'files': [{'objectid': 165462, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475009', 'datasetid': 'document', 'filesize': 5324455, 'mime_type': 'application/pdf', 'fileid': 475009, 'hash': '4952ba9e50be1b3ca7612b75f8b12587', 'filename': '0. Laporan DPL Tahun 2020.pdf', 'mtime': '2022-07-20 13:55:55', 'hash_type': 'MD5'}], 'docid': 165462, 'main': '0. Laporan DPL Tahun 2020.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165462', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43526, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0/00/04/35/26,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'family': 'Mukhlis', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
54,['H1'],Dosen Penguji Prakualifikasi Doktor pada PS Doktor Ilmu Lingkungan Universitas Lampung,2022-07-22 00:58:52,archive,8,show,Dosen Penguji Prakualifikasi Doktor pada PS Doktor Ilmu Lingkungan Universitas Lampung,43550,2022-07-22 00:58:52,,681,2022-07-22 00:58:52,http://repository.lppm.unila.ac.id/id/eprint/43550,public,,unpub,Universitas Lampung,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165496', 'rev_number': 1, 'main': '0. SK Prelim.pdf', 'docid': 165496, 'files': [{'objectid': 165496, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475234', 'datasetid': 'document', 'filesize': 1531584, 'mime_type': 'application/pdf', 'fileid': 475234, 'filename': '0. SK Prelim.pdf', 'hash': 'a9f081dff9ea3c32d92b2ba9a3dd6f79', 'mtime': '2022-07-21 04:32:07', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43550, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0/00/04/35/50,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'honourific': None, 'family': 'Mukhlis', 'lineage': None, 'given': 'Maulana'}}]",,,,,,,,,,,,,,,,,,,,
55,['H1'],"Banyak  riset  menunjukkan  beberapa  kecenderungan  menipisnya  jiwa  nasionalisme  di  kalangan generasi  muda  termasuk  para  pelajar  sekolah.  Pada  saat  yang  sama,  pengembangan  nasionalisme  melalui peran  satuan  pendidikan  dalam  beberapa  kajian  teori  memberikan  kontribusi  yang  signifikan. Oleh  karena itu,    menjadikan    satuan    pendidikan    sebagai    lokasi    pengabdian    sebagai    ikhtiar    membentuk    dan mengembangkan   karakter   kebangsaan   (nasionalisme)   menjadi   jawaban   yang   tepat   dalam   penyiapan generasi  muda  (peserta  didik)  menjadi  sumber  daya  manusia  berkualitas  yang  mampu  bersikap  bijaksana dalam  menyikapi  globalisasi.  Dunia  pendidikan  pada  setiap  tingkatan  (melalui  statuta  pendidikan  dan kurikulum  pembelajaran)  sangat  dibutuhkan  perannya  dalam  membangun  semangat  nasionalisme  pada generasi  muda  (peserta  didik  di  sekolah).  Tujuan  dari  kegiatanPengabdian  Kepada  Masyarakat  ini  adalah terbentuknya “Statuta Sekolah Berkarakter Nasionalime” yang tumbuh dari kesadaran dan pengetahun para  pendidik  (guru)  dan  peserta  didik  (siswa)  yang  dikembangkan  dengan  langkah  pendampingan  dan pembinaan  yang  tepat.Metode  yang  dipakai  Tim  Pengabdi  adalah  sosialisasi,  penyuluhan,  pendampingan, serta   pembinaan   sehingga   para   pendidik   (guru)   dan   peserta   didik   (siswa)   memiliki   pengetahuan komprehensif    tentang    nasionalisme,    pengukuran    indeks    nasionalisme,    serta    statuta    berkarakter nasionalisme  serta  mampu  bersikap  dengan  baik  dalam    menjaga  Negara  Kesatuan  Republik  Indonesia. Hasil  pengabdian  menunjukkan  bahwa  dengan  pertanyaan  yang  sama  saat  pre  test  dan  pos  test,  terjadi peningkatan pemahaman. Secara rata-rata, terdapat peningkatan aspek pengetahuan sebesar 63,9%. Pada pertanyaan  terkait  dengan  sikap,  terjadi  peningkatan  kapasitas  peserta  dari  90%  menjadi  100%  dan cenderung sangat yakin sehingga risiko turunnya aspek sikap tidak menjadi tantangan yang berarti dalam aspek ini. Adapun pada aspek perilaku, terjadi kenaikan dari sebelumnya hanya 80% menjadi 100% artinya seluruh  peserta  (para  guru)  bersedia  untuk  menginternalisasikan  nilai-nilai  nasionalisme  ke  dalam  statuta di SMA YP UNILA Bandar Lampung",2023-04-05 07:35:31,archive,6,show,Internalisasi Nilai Kebangsaan (Nasionalisme) Melalui Pendampingan Penyusunan Statuta Satuan Pendidikan SMA YP UNILA Bandar Lampung,49687,2023-04-05 07:35:31,,681,2023-04-05 07:35:31,http://repository.lppm.unila.ac.id/id/eprint/49687,public,TRUE,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 49687, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189326', 'pos': 1, 'format': 'text', 'files': [{'filesize': 368107, 'datasetid': 'document', 'filename': '839-File Utama Naskah-3486-1-10-20221207 (3).pdf', 'hash': '41c6cb0878e7d0630ae258c5f258c8b1', 'hash_type': 'MD5', 'mtime': '2023-04-05 07:17:04', 'mime_type': 'application/pdf', 'fileid': 538541, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538541', 'objectid': 189326}], 'main': '839-File Utama Naskah-3486-1-10-20221207 (3).pdf', 'docid': 189326}]",['FISIP3'],article,disk0_bak/00/04/96/87,JPMI,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'honourific': None, 'family': 'Mukhlis'}}]",,,,,,,,,,,,,,,,,,,,
56,['H1'],"Kegiatan Pengabdian kepada Masyarakat ini dirancang dalam bentuk penyuluhan kepada pemerintah desa, Badan Permusyawaratan Desa (BPD), dan masyarakat desa mengenai kampung hijau. Kampung hijau merupakan salah satu masalah yang dihadapi desa dalam mewujudkan pembangunan yang berkelanjutan. Tujuan kegiatan ini adalah untuk untuk meningkatkan kesadaran pemerintah desa, BPD,  dan  masyarakat  desa  terhadap  pelestarian  lingkungan.  Baik  pemerintah  desa,  BPD,  dan masyarakat berperan penting dalam terlaksananya kampung hijau. Harapan menjadikan desa sebagai garda terdepan dalam pembangunan yang berkelanjutan di segala bidang memerlukan dukungan sumber daya manusia aparatur desa dan BPD. Selain itu masyarakat desa juga perlu ditumbuhkan kesadaran terhadap lingkungan. Banyaknya persoalan dan tantangan yang dihadapi oleh pemerintah desa dalam penyelenggaraan pemerintahan, diperlukan penyuluhan yang diarahkan untuk memenuhi kebutuhan terciptanya program kampung hijau dalam mendukung pembangunan yang berkelanjutan.",2023-04-05 07:17:00,archive,6,show,KAPASITAS DESA HIJAU (GREEN VILLAGE) DALAM MEWUJUDKAN PEMBANGUNAN BERKELANJUTAN DI DESA TRI RAHAYU,49685,2023-04-05 07:17:00,,681,2023-04-05 07:17:00,http://repository.lppm.unila.ac.id/id/eprint/49685,public,TRUE,pub,LPPM Unila,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49685, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189325', 'main': 'document (20).pdf', 'docid': 189325, 'files': [{'objectid': 189325, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538516', 'mime_type': 'application/pdf', 'fileid': 538516, 'filename': 'document (20).pdf', 'hash': 'dcd808ceca4bd9cc8571f3f6b40cf7da', 'hash_type': 'MD5', 'mtime': '2023-04-05 07:15:29', 'datasetid': 'document', 'filesize': 267546}]}]",['FISIP3'],article,disk0_bak/00/04/96/85,Sakai Sembayan,2550-1089,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'lineage': None, 'family': 'Mukhlis', 'honourific': None, 'given': 'Maulana'}}]",,published,,,,,,,,,,,,,,,,,,
57,['H1'],Kajian Relasi Harapan Dan Kinerja Pelayanan (Studi Pada Sekretariat DPRD Kabupaten Lampung Barat Tahun 2020-2021),2022-07-22 00:58:57,archive,8,show,Kajian Relasi Harapan Dan Kinerja Pelayanan (Studi Pada Sekretariat DPRD Kabupaten Lampung Barat Tahun 2020-2021),43549,2022-07-22 00:58:57,,681,2022-07-22 00:58:57,http://repository.lppm.unila.ac.id/id/eprint/43549,public,,unpub,Universitas Lampung,"[{'files': [{'objectid': 165495, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475226', 'mime_type': 'application/pdf', 'fileid': 475226, 'hash': '387d46cee1731a1e5da5afc9b83dbeda', 'filename': '0. DIPA FISIP.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-21 04:25:03', 'datasetid': 'document', 'filesize': 5594996}], 'main': '0. DIPA FISIP.pdf', 'docid': 165495, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165495', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43549, 'language': 'en', 'mime_type': 'application/pdf'}]",['FISIP3'],other,disk0/00/04/35/49,,,"[{'name': {'family': 'Mukhlis', 'honourific': None, 'lineage': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",,,,,,,,,,,,,,,,,,,,
58,['AC'],Similarity,2019-10-16 03:07:48,archive,6,show,MENAKAR PELUANG MUNCULNYA INOVASI DAERAH PASCA UNDANG-UNDANG 23 TAHUN 2014 (Studi pada Hasil Diklatpim IV Kabupaten Pringsewu Provinsi Lampung),14133,2019-10-16 03:07:48,,681,2019-10-16 03:07:48,http://repository.lppm.unila.ac.id/id/eprint/14133,public,TRUE,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14133, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27176', 'main': '7. COSMOGOV.pdf', 'docid': 27176, 'files': [{'mime_type': 'application/pdf', 'fileid': 122904, 'hash': '06c28d0736aa672c4f95e761427a678a', 'filename': '7. COSMOGOV.pdf', 'mtime': '2019-09-11 09:10:55', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 6488436, 'objectid': 27176, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122904'}]}]",['FISIP3'],article,disk0/00/01/41/33,JURNAL COSMOGOV,2442-595,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'honourific': None, 'family': 'Mukhlis', 'lineage': None, 'given': 'Maulana'}}]",1.0,published,2,,,,1-11,,,,,,,,,,,,,
59,['H1'],Naskah Akademik Rancangan Peraturan Daerah Kota Metro tentang Inovasi Daerah,2022-07-22 00:58:59,archive,7,show,Naskah Akademik Rancangan Peraturan Daerah Kota Metro tentang Inovasi Daerah,43546,2022-07-22 00:58:59,,681,2022-07-22 00:58:59,http://repository.lppm.unila.ac.id/id/eprint/43546,public,,unpub,Pemerintah Daerah Kota Metro,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165492', 'docid': 165492, 'main': '0. NA Inovasi.pdf', 'files': [{'objectid': 165492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475205', 'fileid': 475205, 'mime_type': 'application/pdf', 'mtime': '2022-07-21 04:14:52', 'hash_type': 'MD5', 'hash': '85cbd6dccb1e811e50e9afd52a4b8028', 'filename': '0. NA Inovasi.pdf', 'datasetid': 'document', 'filesize': 5443468}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43546, 'security': 'public', 'placement': 1}]",['FISIP3'],other,disk0/00/04/35/46,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'family': 'Mukhlis', 'honourific': None, 'lineage': None, 'given': 'Maulana'}}]",,,,,,,,,,,,,,,,,,,,
60,['H1'],PEER REVIEW (PENILAIAN SEJAWAT SEBIDANG),2022-05-23 09:27:24,archive,7,show,"PEER REVIEW (PENILAIAN SEJAWAT SEBIDANG): IMPLIKASI DESENTRALISASI FISKAL TERHADAP KEMANDIRIAN DAERAH PASCA PEMEKARAN (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji Lampung)",41753,2022-05-23 09:27:24,,681,2022-05-23 09:27:24,http://repository.lppm.unila.ac.id/id/eprint/41753,public,,unpub,FISIP Universitas Padjadjaran,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 41753, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163417', 'format': 'text', 'pos': 1, 'files': [{'filesize': 765302, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-05-23 09:15:13', 'hash': '388e3799ae02b7e136b78abee21b6283', 'filename': 'PR COSMOGOV.pdf', 'fileid': 461386, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461386', 'objectid': 163417}], 'main': 'PR COSMOGOV.pdf', 'docid': 163417}]",['FISIP3'],other,disk0/00/04/17/53,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,
61,['H1'],PEER REVIEW (PENILAIAN SEJAWAT SEBIDANG),2022-05-23 09:27:27,archive,7,show,PEER REVIEW : HKI Buku Ajar Kepemerintahan Lingkungan,41755,2022-05-23 09:27:27,,681,2022-05-23 09:27:27,http://repository.lppm.unila.ac.id/id/eprint/41755,public,,unpub,Kementertian Hukum dan Hak Azasi Manusia Republik Indonesia,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163418', 'main': 'PR HKI BUKU AJAR.pdf', 'docid': 163418, 'files': [{'hash_type': 'MD5', 'mtime': '2022-05-23 09:18:32', 'filename': 'PR HKI BUKU AJAR.pdf', 'hash': '344c724aa1e623939a9e699b7c464abd', 'fileid': 461394, 'mime_type': 'application/pdf', 'filesize': 511635, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461394', 'objectid': 163418}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41755, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0/00/04/17/55,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Mukhlis', 'given': 'Maulana'}}]",,,,,,,,,,,,,,,,,,,,
62,['H1'],PEER REVIEW (PENILAIAN SEJAWAT SEBIDANG),2022-05-23 09:27:21,archive,7,show,PEER REVIEW : Implikasi Pengadaan Barang dan Jasa secara Elektronik bagi Efisiensi Keuangan dan Optimalisasi Fungsi Pemerintahan,41750,2022-05-23 09:27:21,,681,2022-05-23 09:27:21,http://repository.lppm.unila.ac.id/id/eprint/41750,public,,unpub,"Social and Political Science Faculty, Universitas Muhammadiyah Ponorogo","[{'security': 'public', 'placement': 1, 'eprintid': 41750, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 163415, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461372', 'mime_type': 'application/pdf', 'fileid': 461372, 'filename': 'PR ARISTO.pdf', 'hash': '158d3f68dce68e26a01a3e932a424fef', 'hash_type': 'MD5', 'mtime': '2022-05-23 09:10:47', 'datasetid': 'document', 'filesize': 760987}], 'docid': 163415, 'main': 'PR ARISTO.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163415', 'rev_number': 1, 'format': 'text', 'pos': 1}]",['FISIP3'],other,disk0/00/04/17/50,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'honourific': None, 'family': 'Mukhlis', 'lineage': None, 'given': 'Maulana'}}]",,,,,,,,,,,,,,,,,,,,
63,['H1'],PEER REVIEW (PENILAIAN SEJAWAT SEBIDANG),2022-05-24 04:51:28,archive,7,show,PEER REVIEW : Naskah Aakdemik Raperda Sistem Pemerintahan Berbasis Elektronik,41758,2022-05-24 04:51:28,,681,2022-05-24 04:51:28,http://repository.lppm.unila.ac.id/id/eprint/41758,public,,unpub,Pemerintah Daerah Kota Metro,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 41758, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163421', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/461423', 'objectid': 163421, 'filesize': 509158, 'datasetid': 'document', 'mtime': '2022-05-23 09:27:52', 'hash_type': 'MD5', 'filename': 'PR NA SPBE.pdf', 'hash': '02dbd6c9a4f6280848d4c9874fa713b7', 'fileid': 461423, 'mime_type': 'application/pdf'}], 'docid': 163421, 'main': 'PR NA SPBE.pdf'}]",['FISIP3'],other,disk0/00/04/17/58,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
