,type,divisions,creators,dir,lastmod,userid,datestamp,documents,publisher,ispublished,full_text_status,uri,eprintid,eprint_status,status_changed,abstract,subjects,title,metadata_visibility,rev_number,corp_creators,refereed,issn,publication,contact_email,official_url,date_type,volume,number,contributors,pagerange,pres_type,event_dates,event_type,event_title,event_location,book_title,pages,related_url,place_of_pub,isbn,id_number,editors,succeeds,series,note,monograph_type
131,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'given': 'Yuliansyah', 'family': 'Yuliansyah', 'honourific': None, 'lineage': None}}]",disk0/00/01/44/96,2019-10-09 02:16:10,608,2019-10-09 02:16:10,"[{'security': 'public', 'placement': 1, 'eprintid': 14496, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 982058, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-10-08 12:07:50', 'filename': ""8_Implementation of accrual basis accounting by Indonesia's local governments.pdf"", 'hash': '89c07c8c14b06ad4f4f2bc2545e9c02e', 'fileid': 125635, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/125635', 'objectid': 27576}], 'main': ""8_Implementation of accrual basis accounting by Indonesia's local governments.pdf"", 'docid': 27576, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27576', 'format': 'text', 'pos': 1}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14496,14496,archive,2019-10-09 02:16:10,,['HF5601'],"The implementation of accrual basis accounting by
Indonesia’s local governments",show,6,,TRUE,,International Review of Public Administration,,,,,,,,,,,,,,,,,,,,,,,
132,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'lineage': None, 'honourific': None, 'family': 'Yuliansyah'}, 'id': 'yuliansyah@feb.unila.ac.id'}, {'name': {'given': 'Asfaq', 'lineage': None, 'honourific': None, 'family': 'Khan'}, 'id': 'akhan@une.edu.au'}]",disk0/00/01/43/23,2019-09-23 03:49:18,608,2019-09-23 03:49:18,"[{'docid': 27380, 'main': ""3_ revisit of the participate budgeting and employees'self efficacy.pdf"", 'files': [{'objectid': 27380, 'uri': 'http://repository.lppm.unila.ac.id/id/file/124294', 'datasetid': 'document', 'filesize': 7711857, 'fileid': 124294, 'mime_type': 'application/pdf', 'mtime': '2019-09-23 02:15:52', 'hash_type': 'MD5', 'hash': '41b88eb27566e7960e6eb69a71dd5454', 'filename': ""3_ revisit of the participate budgeting and employees'self efficacy.pdf""}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27380', 'rev_number': 1, 'eprintid': 14323, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Taylor and Francis  Publisher,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14323,14323,archive,2019-09-23 03:49:18,"The study aims to investigate the effect of employees’ participation in the budget construction process, through voice and trust, on employee self-efficacy and performance, in public sector organizations. Budgetary participation and employees’ performance have been extensively researched in both private sector organizations and from the perspective of top management. We investigated the phenomenon in public sector organizations and from the point of view of lower level participating employees. We gleaned empirical data from 114 respondents in public sector organizations in Lampung, Indonesia, and analyzed it using SmartPLS to test our hypotheses. We found that in the course of budgetary participation, employees’ expectancy attitude, in the light of the expectancy theory and Maslow’s hierarchy of needs, predicted employees’ behavior, and had a significant impact on their self-efficacy and performance. Employees’ voice and interpersonal trust in the budget construction process would reap optimal benefit for the organization when participating employees perceive their participation to be objectively appreciated and encouraged by top management. The study has implications for top management’s role in the budget construction process, and contributes to the management accounting literature in the context of the public sector in developing countries.",['HF5601'],A revisit of the participative budgeting and employees’ self-efficacy interrelationship – empirical evidence from Indonesia’s public sector,show,6,,TRUE,2331-7795,International Review of Public Administration,,https://www.tandfonline.com/doi/abs/10.1080/12294659.2017.1325584,,22.0,3,,,,,,,,,,,,,,,,,,
133,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'given': 'Yuliansyah', 'family': 'Yuliansyah', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Khan', 'lineage': None, 'given': 'Ashfaq'}, 'id': None}]",disk0/00/01/42/33,2019-09-17 02:26:25,608,2019-09-17 02:26:25,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27291', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-16 04:54:16', 'hash': '41b88eb27566e7960e6eb69a71dd5454', 'filename': ""3_ revisit of the participate budgeting and employees'self efficacy.pdf"", 'fileid': 123595, 'mime_type': 'application/pdf', 'filesize': 7711857, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123595', 'objectid': 27291}], 'main': ""3_ revisit of the participate budgeting and employees'self efficacy.pdf"", 'docid': 27291, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 14233}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14233,14233,archive,2019-09-17 02:26:25,Similarity,['HF5601'],A revisit of the participative budgeting and employees’ self-efficacy interrelationship -empirical evidence from Indonesia’s public sector’,show,6,,TRUE,,A revisit of the participative budgeting and employees’ self-efficacy interrelationship -empirical evidence from Indonesia’s public sector’,,,,,,,,,,,,,,,,,,,,,,,
134,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'honourific': None, 'family': 'Yuliansyah', 'lineage': None}, 'id': 'yuliansyah@feb.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Mohammed', 'honourific': None, 'given': 'Nafsiah'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Gurd', 'given': 'Bruce'}}]",disk0/00/01/42/31,2019-09-17 02:25:05,608,2019-09-17 02:25:05,"[{'docid': 27289, 'main': '2_The significant of business strategy in improving organizational performance.pdf', 'files': [{'datasetid': 'document', 'filesize': 6683994, 'fileid': 123580, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-16 04:42:35', 'filename': '2_The significant of business strategy in improving organizational performance.pdf', 'hash': 'dd2c12694716c217b4d9adc055b4618e', 'objectid': 27289, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123580'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27289', 'eprintid': 14231, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14231,14231,archive,2019-09-17 02:25:05,Similarity,['HF5601'],The significant of business strategy in improving organizational performance,show,6,,TRUE,0828-8666,Humanomics,,,,,,,,,,,,,,,,,,,,,,,
135,article,['FEB4'],"[{'name': {'family': 'Yuliansyah', 'honourific': None, 'lineage': None, 'given': 'Yuliansyah'}, 'id': 'yuliansyah@feb.unila.ac.id'}, {'id': None, 'name': {'given': 'Hussain', 'honourific': None, 'family': 'Rammal', 'lineage': None}}, {'name': {'family': 'Rose', 'honourific': None, 'lineage': None, 'given': 'Elizabeth'}, 'id': None}]",disk0/00/01/42/29,2019-09-17 02:24:53,608,2019-09-17 02:24:53,"[{'placement': 1, 'security': 'public', 'eprintid': 14229, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123564', 'objectid': 27285, 'mtime': '2019-09-16 04:29:04', 'hash_type': 'MD5', 'hash': 'c6b9ac8b52d42cfbc109640d677c5ed5', 'filename': '1_Business strategy and performance.pdf', 'fileid': 123564, 'mime_type': 'application/pdf', 'filesize': 8471054, 'datasetid': 'document'}], 'docid': 27285, 'main': '1_Business strategy and performance.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27285', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Emerald,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14229,14229,archive,2019-09-17 02:24:53,Similarity,['HF5601'],Business strategy and performance in Indonesia’s service sector,show,8,,TRUE,1558-7894,Journal of Asia Business Studies,,,completed,,,,,,,,,,,,,,,,,,,,
136,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'family': 'Yuliansyah', 'honourific': None, 'lineage': None, 'given': 'Yuliansyah'}}, {'id': None, 'name': {'given': 'Hussain', 'lineage': None, 'family': 'Rammal', 'honourific': None}}, {'name': {'family': 'Rose', 'honourific': None, 'lineage': None, 'given': 'Elizabeth'}, 'id': None}]",disk0/00/01/43/25,2019-09-23 03:49:25,608,2019-09-23 03:49:25,,emerald,pub,none,http://repository.lppm.unila.ac.id/id/eprint/14325,14325,archive,2019-09-23 03:49:25,"Purpose: The relationship between strategic choices and performance in service firms
in emerging markets has remained largely under-researched. We address this issue by
studying the performance of financial institutions in the context of Indonesia’s
political, institutional and socio-cultural environment.
Design/Methodology/Approach: Using institutional theory, we analyzed data
collected using surveys and interviews with senior managers in Indonesian financial
institutions.
Findings: We find that the regulative and normative elements have forced
organizations to incorporate the values set by the external institutional bodies. The
organizations have undertaken structural isomorphism in response to culturecognitive elements, and differentiate themselves by focusing on the provision of
quality customer service and enhanced customer satisfaction.
Originality/Value: We provide new insights by studying how the political and
institutional environment and choice of strategy influences performance in the
services sector in emerging economies.",['HF5601'],Business strategy and performance in Indonesia’s service sector,show,5,,TRUE,1558-7894,Journal of Asia Business Studies,,,,,,,,,,,,,,,,,,,,,,,
137,monograph,['FEB4'],"[{'id': 'juliocahaya@gmail.com', 'name': {'honourific': None, 'family': 'hartawan', 'lineage': None, 'given': 'muhammad julio cahya'}}, {'id': 'drajat239@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sudrajat', 'given': 'Sudrajat'}}, {'id': 'widyarizkyekaputri@gmail.com', 'name': {'given': 'Widya Rizky Eka', 'lineage': None, 'family': 'Putri', 'honourific': None}}]",disk0/00/02/58/63,2020-11-18 01:33:18,1228,2020-11-18 01:33:18,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25863, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39658', 'rev_number': 1, 'docid': 39658, 'main': 'Monograf1.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232571', 'objectid': 39658, 'filesize': 1432915, 'datasetid': 'document', 'mtime': '2020-11-17 10:29:00', 'hash_type': 'MD5', 'filename': 'Monograf1.pdf', 'hash': '0e3b850ddd88ae42412658f550157417', 'fileid': 232571, 'mime_type': 'application/pdf'}]}]",Pusaka Media,pub,public,http://repository.lppm.unila.ac.id/id/eprint/25863,25863,archive,2020-11-18 01:33:18,"The research aims to determine the impact of investment decisions, dividend policy, and debt policy on firm value. The dependent variable is firm value in this research measured by Price to Book Value. This research also uses Price to Earning Ratio, Dividend Yield and Debt to Equity Ratio as an independent variable. The population of the research is manufacturing companies listed on the Indonesia Stock Exchange and Malaysia Stock
Exchange in 2016-2018. The sample selection using purposive sampling method with predetermined criteria. This research uses secondary data with total
sample in Indonesia is 45 sample, in Malaysia is 117 sample, and the total sample of 2 countries is 162 sample. The results of this research indicate that in Indonesia, investment decisions and dividend policy have a positive effect on value of the firm and
debt policy has positive not significant on firm value. Whereas in Malaysia,investment decisions had a significant positive effect, dividend policy had positive not significant effect, and debt policy had a significant negative effect on firm value. Based on the differences of the two countries experienced significant results.
Keywords: Price to Book Value, Price to Earning Ratio, Dividend Yield, Debt to
Equity Ratio.",['HF5601'],"PENGARUH KEPUTUSAN INVESTASI,
KEBIJAKAN DIVIDEN DAN KEBIJAKAN HUTANG TERHADAP NILAI PERUSAHAAN DI INDONESIA DAN MALAYSIA",show,7,,,,,,,,,,,,,,,,,,121.0,,,,9786237560920,,,,,project_report
138,monograph,['FEB4'],"[{'id': 'juliocahaya@gmail.com', 'name': {'given': 'muhammad julio cahya', 'lineage': None, 'honourific': None, 'family': 'hartawan'}}, {'name': {'honourific': None, 'family': 'Sudrajat', 'lineage': None, 'given': 'Sudrajat'}, 'id': 'drajat239@gmail.com'}, {'name': {'lineage': None, 'family': 'Putri', 'honourific': None, 'given': 'Widya Rizky Eka'}, 'id': 'widyarizkyekaputri@gmail.com'}, {'id': 'rseptiyanti@yahoo.com', 'name': {'given': 'Ratna', 'family': 'Septiyanti', 'honourific': None, 'lineage': None}}]",disk0/00/02/60/61,2020-11-18 08:45:56,1228,2020-11-18 08:45:56,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 26061, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39887', 'format': 'text', 'pos': 1, 'files': [{'filesize': 576592, 'datasetid': 'document', 'filename': 'HARTAWAN dkk-1.pdf', 'hash': '3e5e4b36f984d5c506049b826b91c4b2', 'mtime': '2020-11-18 08:28:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 235106, 'uri': 'http://repository.lppm.unila.ac.id/id/file/235106', 'objectid': 39887}], 'main': 'HARTAWAN dkk-1.pdf', 'docid': 39887}]",Pusaka Media,pub,public,http://repository.lppm.unila.ac.id/id/eprint/26061,26061,archive,2020-11-18 08:45:56,"The research aims to determine the impact of investment decisions, dividend policy, and debt policy on firm value. The dependent variable is firm value in this research measured by Price to Book Value. This research also uses Price to Earning Ratio, Dividend Yield and Debt to Equity Ratio as an independent variable. The population of the research is manufacturing companies listed on the Indonesia Stock Exchange and Malaysia Stock
Exchange in 2016-2018. The sample selection using purposive sampling method with predetermined criteria. This research uses secondary data with total
sample in Indonesia is 45 sample, in Malaysia is 117 sample, and the total sample of 2 countries is 162 sample. The results of this research indicate that in Indonesia, investment decisions and dividend policy have a positive effect on value of the firm and debt policy has positive not significant on firm value. Whereas in Malaysia,investment decisions had a significant positive effect, dividend policy had positive not significant effect, and debt policy had a significant negative effect on firm value. Based on the differences of the two countries experienced significant results.
Keywords: Price to Book Value, Price to Earning Ratio, Dividend Yield, Debt to
Equity Ratio",['HF5601'],"PENGARUH KEPUTUSAN INVESTASI,
KEBIJAKAN DIVIDEN DAN KEBIJAKAN HUTANG TERHADAP NILAI PERUSAHAAN DI INDONESIA DAN MALAYSIA",show,7,,,,,,,,,,,,,,,,,,121.0,,,,9786237560920,,,,,project_report
139,monograph,['FEB4'],"[{'id': 'rizkypangestuti250@gmail.com', 'name': {'family': 'pangestuti', 'honourific': None, 'lineage': None, 'given': 'rizki'}}, {'name': {'lineage': None, 'family': 'Syaipudin', 'honourific': None, 'given': 'Usep'}, 'id': 'usepsyaipudin@gmail.com'}, {'id': 'widyarizkyekaputri@gmail.com', 'name': {'honourific': None, 'family': 'Putri', 'lineage': None, 'given': 'Widya Rizky Eka'}}]",disk0/00/02/58/67,2020-11-18 01:33:24,1228,2020-11-18 01:33:24,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39662', 'pos': 1, 'format': 'text', 'files': [{'filesize': 1432915, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-11-17 10:39:40', 'filename': 'Monograf1.pdf', 'hash': '0e3b850ddd88ae42412658f550157417', 'fileid': 232599, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/232599', 'objectid': 39662}], 'main': 'Monograf1.pdf', 'docid': 39662, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 25867}]",Pusaka Media,pub,public,http://repository.lppm.unila.ac.id/id/eprint/25867,25867,archive,2020-11-18 01:33:24,"This study aims to analyze the effect of independent commissioners, Audit committee, Financial Distress, and Debt Level on Accounting Conservatism in manufacturing companies in the consumer goods industry sector which are listed on the Indonesia Stock Exchange. The sampling
technique in this study used a purposive sampling method. Data analysis used in this research is descriptive statistics, classic assumption test, multiple linear
regression analysis, and for hypothesis testing using T test and F test. The results of this research indicate that of independent commissioners and financial distress has a positive and significant effect on the level of accounting conservatism. While audit committee and the level of debt (leverage) have no significant effect on the level of conservatism. 
Keywords: Accounting Conservatism, Good Corporate Governance Mechanisms, financial distress, Debt Level",['HF5601'],"THE EFFECT OF INDEPENDENT COMMISSIONER, AUDIT COMMITTEE,
FINANCIAL DISTRESS, AND DEBT RATE ON ACCOUNTING CONSERVATISM",show,7,,,,,,,,,,,,,,,,,,21.0,,,,9786237560920,,,,,project_report
140,article,['FEB4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'rahmad', 'given': 'efendi'}, 'id': None}, {'id': 'rindu.gamayuni@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Gamayuni', 'given': 'Rindu Rika'}}, {'id': 'fajargd@yahoo.com', 'name': {'lineage': None, 'family': 'Dewi', 'honourific': None, 'given': 'Fajar Gustiawaty'}}]",disk0/00/01/27/75,2020-01-16 06:31:06,571,2019-05-13 03:07:01,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/112799', 'objectid': 25754, 'filesize': 280275, 'datasetid': 'document', 'hash': '69f8e886ad6c60af8171d4030b43f12a', 'filename': 'IJSTR - Usefulness-Analysis-Of-Accrual-Based-Accounting-Information-On-Local-Government-Financial-Statement-A-Qualitative-Study.pdf', 'mtime': '2019-05-13 02:52:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 112799}], 'docid': 25754, 'main': 'IJSTR - Usefulness-Analysis-Of-Accrual-Based-Accounting-Information-On-Local-Government-Financial-Statement-A-Qualitative-Study.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25754', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 12775, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/12775,12775,archive,2019-05-13 03:07:01,"This study aims to explain the usefulness of accrual-based accounting information on local government financial statements, using framing
theory analysis. Informants in the study amounted to 27 people in the Lampung Provincial Government consisting of Regional Government Budget 
Team (TAPD) 15 people and Government Internal Supervisory Apparatus (APIP) 12 people. Data collection techniques by semi-structured interviews,
test the validity of the data using triangulation and analysis methods and qualitative data management using NVivo version 12 software.  The results
showed that the accrual accounting information had not been useful by the local government in decision making.  Furthermore, the results of the
research are presented by framing usefulness of accrual-based accounting information on local government financial statement including Diagnosis
(problem): System, accounting information system is not full accrual, not integrated with planning and asset subsystems; Human Resources (HR), low
understanding and less number of accounting education employees; Data of Local Government Financial Statements, not full disclosure, are not
presented in full and valid; Regulation, has not regulated the use of information in financial statements; Report Users, low executive and legislative
commitment and understanding about the use of financial report information for decision making.  Prognosis (strategi): employee education and training,
socialization to the executive and legislative, improvement of regional accounting information systems, and changes in regulations both central and
regional which give role to accounting information in government financial reports. Motivational (impact): increasing efficiency and effectiveness,
increasing transparency and accountability, measuring performance and internal control, comprehensive and prudent decision making, realizing the
principle of prudence, for calculating service rates, minimizing budget politicization and minimizing opportunities for corruption. 

Index Terms: accrual basic, framing theory, public sector accounting, qualitative, usefulness information.",['H1'],"Usefulness Analysis Of Accrual Based Accounting
Information On Local Government Financial 
Statement: A Qualitative Study",show,9,['Universitas Lampung'],FALSE,ISSN 2277-8616,INTERNATIONAL JOURNAL OF SCIENTIFIC & TECHNOLOGY RESEARCH,,,published,,,,,,,,,,,,,,,,,,,,
