,ispublished,documents,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,issn,dir,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,official_url,id_number,corp_creators,related_url,pagerange,pres_type,event_title,date_type,event_location,event_dates,event_type,number,volume,book_title,contributors,contact_email,succeeds,isbn,editors,pages,place_of_pub
78,submitted,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37260', 'pos': 1, 'format': 'text', 'files': [{'fileid': 215773, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:25:30', 'hash': '300a4ad280da0c7d1ca58d9bccb688f7', 'filename': 'File 7.pdf', 'datasetid': 'document', 'filesize': 1974555, 'objectid': 37260, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215773'}], 'docid': 37260, 'main': 'File 7.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 23628}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23628,,2020-08-13 07:26:13,205,2020-08-13 07:26:13,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/28,other,['FISIP2'],Peranan Masyarakat Lokal Dalam Mewujudkan Pariwisata Berkelanjutan di Provinsi Lampung,7,show,archive,2020-08-13 07:26:13,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Nasional,23628,,,,,,,,,,,,,,,,,,,,,
79,submitted,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150990', 'format': 'text', 'pos': 1, 'files': [{'objectid': 150990, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391982', 'mime_type': 'application/pdf', 'fileid': 391982, 'filename': 'Peranan Sai Batin.pdf', 'hash': 'de15a66edab52f5485a62a56695b8b97', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:44:12', 'datasetid': 'document', 'filesize': 2100891}], 'main': 'Peranan Sai Batin.pdf', 'docid': 150990, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 33092}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33092,,2021-07-07 01:04:10,205,2021-07-07 01:04:10,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/03/30/92,other,['FISIP2'],Peranan Sai Batin Kerajaan Adat Paksi Pak Sekala Bekhak dalam Perumusan Kebijakan Publik Berwawasan Budaya di Kabupaten Lampung Barat,7,show,archive,2021-07-07 01:04:10,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak Terakreditasi (pendamping mahasiswa),33092,,,,,,,,,,,,,,,,,,,,,
80,submitted,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/244211', 'objectid': 41291, 'hash_type': 'MD5', 'mtime': '2021-01-08 06:01:02', 'hash': '0ab7d770eae93e8fcc8b5599e3a8be18', 'filename': 'Administrativa-Sai Batin.pdf', 'fileid': 244211, 'mime_type': 'application/pdf', 'filesize': 1273460, 'datasetid': 'document'}], 'docid': 41291, 'main': 'Administrativa-Sai Batin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41291', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27281, 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27281,,2021-01-10 02:37:23,205,2021-01-10 02:37:23,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}}]",,disk0/00/02/72/81,other,['FISIP2'],Peranan Sai Batin Kerajaan Adat Paksi Pak Sekala Bekhak dalam Perumusan Kebijakan Publik Berwawasan Budaya di Kabupaten Lampung Barat .,7,show,archive,2021-01-10 02:37:23,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,27281,,,,,,,,submitted,,,,,,,,,,,,,
81,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33093, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/150995', 'rev_number': 1, 'main': 'Polisi dan SDM.pdf', 'docid': 150995, 'files': [{'filesize': 2091855, 'datasetid': 'document', 'filename': 'Polisi dan SDM.pdf', 'hash': '6da92e6aeeb1a78e6eb89a9edd4c0791', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:46:36', 'mime_type': 'application/pdf', 'fileid': 391993, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391993', 'objectid': 150995}]}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33093,,2021-07-07 01:04:15,205,2021-07-07 01:04:14,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'honourific': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/03/30/93,other,['FISIP2'],Polisi dan Sumber Daya Manusia : Studi Assesment Center Berbasis Meryt Sistem di Polda Lampung,7,show,archive,2021-07-07 01:04:14,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak Terakreditasi (pendamping mahasiswa),33093,,,,,,,,,,,,,,,,,,,,,
82,submitted,"[{'main': 'File 3.pdf', 'docid': 37254, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215731', 'objectid': 37254, 'mtime': '2020-08-13 05:55:17', 'hash_type': 'MD5', 'hash': 'a9bb54294bd3c07120c02d6e0e3ff799', 'filename': 'File 3.pdf', 'fileid': 215731, 'mime_type': 'application/pdf', 'filesize': 1823549, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37254', 'rev_number': 1, 'eprintid': 23621, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23621,,2020-08-13 07:25:44,205,2020-08-13 07:25:44,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/21,other,['FISIP2'],Polisi dan Sumber Daya Manusia : Studi Assesment Center Berbasis Meryt Sistem di Polda Lampung.,7,show,archive,2020-08-13 07:25:44,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,23621,,,,,,,,,,,,,,,,,,,,,
83,submitted,"[{'eprintid': 23630, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'File 11.pdf', 'docid': 37262, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215787', 'objectid': 37262, 'filesize': 2009159, 'datasetid': 'document', 'mtime': '2020-08-13 06:31:18', 'hash_type': 'MD5', 'filename': 'File 11.pdf', 'hash': '421db721ceec7d0063bcd1a89e6f5647', 'fileid': 215787, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37262', 'rev_number': 1}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23630,,2020-08-13 07:25:38,205,2020-08-13 07:25:38,,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/30,other,['FISIP2'],Profil Alumni Jurusan Administrasi Publik Melalui Penelusuran Lulusan (Tracer Study) Tahun 2018  dan Relevansinya Terhadap Dunia Kerja,7,show,archive,2020-08-13 07:25:38,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23630,,,,,,,,,,,,,,,,,,,,,
84,submitted,"[{'placement': 1, 'security': 'public', 'eprintid': 23632, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 37264, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215801', 'fileid': 215801, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:34:29', 'hash': 'ea0118461450549273fdd3cfda576f62', 'filename': 'File 13.pdf', 'datasetid': 'document', 'filesize': 1997439}], 'docid': 37264, 'main': 'File 13.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37264', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23632,,2020-08-13 07:26:24,205,2020-08-13 07:26:24,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/32,other,['FISIP2'],Profil Pembangunan Gender FISIP.,7,show,archive,2020-08-13 07:26:24,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23632,,,,,,,,,,,,,,,,,,,,,
85,submitted,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33088, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150982', 'main': 'Strategi AKDP.pdf', 'docid': 150982, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/391950', 'objectid': 150982, 'filesize': 1874041, 'datasetid': 'document', 'filename': 'Strategi AKDP.pdf', 'hash': '5219dad420db4cadab4353df2bfd3b58', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:35:09', 'mime_type': 'application/pdf', 'fileid': 391950}]}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33088,,2021-07-07 01:04:00,205,2021-07-07 01:04:00,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/03/30/88,other,['FISIP2'],Strategi Pengelolaan sumber Daya Perum Damri Cabang Lampung Dalam Jasa Transportasi Antar Kota Dalam Provinsi (AKDP).,7,show,archive,2021-07-07 01:04:00,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,33088,,,,,,,,,,,,,,,,,,,,,
86,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 27284, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41294', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/244233', 'objectid': 41294, 'filesize': 1349183, 'datasetid': 'document', 'filename': 'Administrativa-Strategi.pdf', 'hash': '612a7b7954659772122ca55821c1a33f', 'mtime': '2021-01-08 06:07:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 244233}], 'docid': 41294, 'main': 'Administrativa-Strategi.pdf'}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27284,,2021-01-10 02:38:02,205,2021-01-10 02:38:02,,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/84,other,['FISIP2'],Strategi Satuan Intelijen dan Keamanan (Sat Intelkam) Kepolisian Resor (Polres) Way Kanan Menuju Pelayanan Prima.,7,show,archive,2021-01-10 02:38:02,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,27284,,,,,,,,,,,,,,,,,,,,,
87,submitted,"[{'files': [{'hash_type': 'MD5', 'mtime': '2020-08-13 06:35:59', 'hash': 'ef36b5aec9c9176495bc09247336c725', 'filename': 'File 14.pdf', 'fileid': 215808, 'mime_type': 'application/pdf', 'filesize': 1890965, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215808', 'objectid': 37265}], 'main': 'File 14.pdf', 'docid': 37265, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37265', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 23633, 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23633,,2020-08-13 07:26:32,205,2020-08-13 07:26:32,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'honourific': None, 'family': 'Meutia'}}]",,disk0/00/02/36/33,other,['FISIP2'],Strategy Cyber Policing Dalam Penerapan Collaborative Governance,7,show,archive,2020-08-13 07:26:32,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23633,,,,,,,,,,,,,,,,,,,,,
88,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23619, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37252', 'rev_number': 1, 'main': 'File 2.pdf', 'docid': 37252, 'files': [{'datasetid': 'document', 'filesize': 1894298, 'mime_type': 'application/pdf', 'fileid': 215721, 'filename': 'File 2.pdf', 'hash': '6fd53b2184ebe8c649c8713f41dd8344', 'mtime': '2020-08-13 05:47:25', 'hash_type': 'MD5', 'objectid': 37252, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215721'}]}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23619,,2020-08-13 07:25:31,205,2020-08-13 07:25:30,,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/19,other,['FISIP2'],Stunting Intervension Strategy Based on Community Empowerment,7,show,archive,2020-08-13 07:25:30,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional Terindex Sinta 2,23619,,,,,,,,,,,,,,,,,,,,,
89,submitted,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151010', 'docid': 151010, 'main': 'stunting.pdf', 'files': [{'fileid': 392026, 'mime_type': 'application/pdf', 'mtime': '2021-07-05 09:53:36', 'hash_type': 'MD5', 'filename': 'stunting.pdf', 'hash': '458630d97c0cb32cfdb3c8d2ff0d6b5e', 'datasetid': 'document', 'filesize': 2147004, 'objectid': 151010, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392026'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33096, 'security': 'public', 'placement': 1}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33096,,2021-07-07 01:04:23,205,2021-07-07 01:04:23,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/03/30/96,other,['FISIP2'],Stunting Intervension Strategy Based on Community Empowerment,7,show,archive,2021-07-07 01:04:23,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasioal terakreditasi Sinta 2,33096,,,,,,,,,,,,,,,,,,,,,
90,submitted,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23616, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37251', 'docid': 37251, 'main': 'File 1.pdf', 'files': [{'filesize': 1799980, 'datasetid': 'document', 'hash': '9f86c4072f89da21b88dcc9b21b61ae9', 'filename': 'File 1.pdf', 'mtime': '2020-08-13 05:38:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 215712, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215712', 'objectid': 37251}]}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23616,,2020-08-13 07:25:17,205,2020-08-13 07:25:17,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/16,other,['FISIP2'],Tourism Policy: Local Wisdom and Integrated Coastal Zone Management,7,show,archive,2020-08-13 07:25:17,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah  Jurnal Internasional,23616,,,,,,,,,,,,,,,,,,,,,
91,submitted,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30975', 'rev_number': 1, 'docid': 30975, 'main': 'IntanFitriMeutia_PenelitianFisip2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/150397', 'objectid': 30975, 'filesize': 1404593, 'datasetid': 'document', 'hash': 'b800500d5f719dbd834acc0f1d9a4c59', 'filename': 'IntanFitriMeutia_PenelitianFisip2019.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-31 08:41:41', 'mime_type': 'application/pdf', 'fileid': 150397}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17851, 'security': 'public', 'placement': 1}]","Jurusan Ilmu Administrasi Negara, FISIP, Universitas Lampung",public,http://repository.lppm.unila.ac.id/id/eprint/17851,,2020-02-14 07:01:31,205,2020-02-14 07:01:31,,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'given': 'dian', 'lineage': None, 'honourific': None, 'family': 'Kagungan'}}, {'name': {'given': 'Nana', 'family': 'Mulyana', 'honourific': None, 'lineage': None}, 'id': 'akhang_nana@gmail.com'}, {'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Tresiana', 'given': 'Novita'}}]",,disk0/00/01/78/51,other,['FISIP2'],"STRATEGI CYBER POLICING DALAM PENERAPAN COLLABORATIVE
GOVERNANCE",7,show,archive,2020-02-14 07:01:31,['H1'],"Penelitian ini merupakan penelitian kualitatif dalam perspektif penelitian kebijakan.  Dimana penelitian ini akan mendeskripsikan secara ilmiah, rasional, empiris dan sistematis serta menganalisa pada strategis Strategi Cyber Policing dalam Penerapan Collaborative Governance. Pelayanan kepada masyarakat dilakukan oleh aparat penegak hukum kepolisian. Institusi Kepolisian merupakan salah satu institusi yang dibentuk guna memberikan pelayanan kepada masyarakat. Harapan masyarakat terhadap Kepolisian Republik Indonesia (Polri) sebagai alat negara yang kompeten seharusnya memberikan pemeliharaan keamanan dan ketertiban, menegakkan hukum, serta terselenggaranya perlindungan, pengayoman dan pelayanan kepada masyarakat dengan baik saat ini belum berhasil mewujudkan harapan-harapan masyarakat tersebut. Namun untuk meningkatkan kualitas pelayanan publik yang maksimal bukanlah hal yang mudah apabila tanpa adanya dukungan dari masyarakat dan juga stakeholder terkait.

Collaborative governance merupakan sebuah proses yang di dalamnya melibatkan berbagai instansi dalam mencapai tujuan bersama. Penjabaran tidak dijelaskan secara terperinci jenis organisasi apa saja yang tergabung di dalam proses tersebut. Kerjasama antar organisasi menuju pada tujuan yang telah disepakati bersama dengan pengaktualisasian kapasitas masing-masing pihak. Kerjasama kolaboratif terjadi penyamaan visi, tujuan, strategi dan aktivitas antara para pihak tetapi memiliki otoritas untuk mengambil keputusan secara independen dan memiliki otoritas dalam mengelola organisasi walaupun mereka tunduk pada kesepakatan bersama. Salah satu strategi cyber policy yang dijalankan oleh Polri adalah mengeluarkan program yang bernama E-Policing. Program tersebut menggunakan pola collaborative governace, dimana Polri bekerjasama dengan instansi lainnya termasuk masyatakat dalam menangani masalah cyber crime. 

Lokasi penelitian adalah pada Polda Lampung. Di Provinsi Lampung, kasus cyber crime ditangani oleh Direktorat Reserse Kriminal Khusus Subdit II dengan pengembangan kasus yang terjadi Provinsi Lampung di bawah naungan Kepolisian Daerah Lampung, yang menangani terjadinya kasus kejahatan dunia maya (cyber crime) yang terjadi di Provinsi Lampung. Dengan adanya Direkorat Reserse Kriminal Khusus POLDA Lampung maka seharusnya dapat menekan angka kejahatan khususnya kejahatan dunia maya (cyber crime). Fakta tersebut dapat tercermin dalam data hasil pengaduan masyarakat atau Surat Laporan Polisi pada tahun 2013 sebanyak 16 kasus, 2014 sebanyak 25 kasus, dan 2015 sebanyak 31 kasus. Bebagai macam kasus cyber crime pengancaman, pembajakan, penipuan, pencurian, pelecehan, pemfitnahan, pemalsuan, penyebaran foto-foto dan video asusila yang tidak layak untuk yang masih di bawah umur media telekomunikasi dan jaringannya yang terdapat di Provinsi Lampung yang mengalami kenaikan pada setiap tahunnya, berdasarkan surat Laporan Polisi pada periode Januari 2013 sampai Desember 2015.

Kata kunci: Strategi_Cyber_Policing_Collaborative_Governance",17851,,,,,,,,,,,,,,,,,,,,,
