,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,type,divisions,refereed,issn,publication,corp_creators,pres_type,event_location,event_title,event_dates,event_type,number,pagerange,date_type,volume,official_url,id_number,succeeds,related_url,contributors,referencetext,keywords,place_of_pub,funders,projects
270,PEER REVIEW PATEN KOMPOSISI EKSTRAK KEMENYAN PUTIH (Styrax Benzoin Dryand) SEBAGAI INHIBITOR KERAK,7,show,2021-11-18 01:22:49,archive,['Q1'],,36976,pub,Paten,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/157889', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424520', 'objectid': 157889, 'hash': 'accf1a922d5b7bfe2910c5d9b73b18fc', 'filename': 'paten 1.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 13:19:15', 'mime_type': 'application/pdf', 'fileid': 424520, 'filesize': 233013, 'datasetid': 'document'}], 'main': 'paten 1.pdf', 'docid': 157889, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 36976}]",public,http://repository.lppm.unila.ac.id/id/eprint/36976,2021-11-18 01:22:49,920,2021-11-18 01:22:49,"[{'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/76,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
271,PEER REVIEW PERTUMBUHAN DAN KANDUNGAN GlZl Nannochloropsis sp. YANG DIISOLASI DARI LAMPIING MANGROVE CENTER DENGAN PEMBERIAN DOSIS UREA BERBEDA PADA KULTUR SKALA LABORATORIUM,9,show,2021-11-18 01:21:50,archive,['Q1'],,36945,pub,Jurnal Biologi Eksperimen dan Keanekaragaman Hayati,"[{'files': [{'objectid': 157859, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424328', 'fileid': 424328, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 11:58:10', 'hash_type': 'MD5', 'filename': 'Jurnal Ilmiah Nasional-13.pdf', 'hash': '6cfb9c7d3c33d35cbf528c30144c7291', 'datasetid': 'document', 'filesize': 282018}], 'docid': 157859, 'main': 'Jurnal Ilmiah Nasional-13.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157859', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 36945, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36945,2021-11-18 01:21:50,920,2021-11-18 01:21:50,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Tugiyono', 'honourific': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/45,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
272,PEER REVIEW Perbedaan Pertumbuhan dan Kandungan Gizi Tetraselmis sp. Isolat dari Lampung Mangrove Center pada Kultur Skala Semi Massal dengan Konsentrasi TSP Berbeda,7,show,2021-11-18 01:21:43,archive,['Q1'],,36941,pub,Jurnal Biologi Eksperimen dan Keanekaragaman Hayati,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 36941, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157855', 'docid': 157855, 'main': 'Jurnal Ilmiah Nasional-10.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424304', 'objectid': 157855, 'hash_type': 'MD5', 'mtime': '2021-11-17 09:25:33', 'filename': 'Jurnal Ilmiah Nasional-10.pdf', 'hash': 'ac8f3a5699f47366b1c42a681c50bc54', 'fileid': 424304, 'mime_type': 'application/pdf', 'filesize': 283343, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/36941,2021-11-18 01:21:43,920,2021-11-18 01:21:43,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Tugiyono', 'honourific': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/41,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
273,PEER REVIEW Perilaku Menangkap Mangsa Pada Burung Air di Areal Lahan Basah Desa Margasari Kecamatan Labuhan Maringgai Kabupaten Lampung Timur,7,show,2021-11-18 01:22:27,archive,['Q1'],,36966,pub,Prosiding Seminar Nasional Perhimpunan Biologi Indonesia XXV,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36966, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157880', 'main': 'Prosiding Nasional-2.pdf', 'docid': 157880, 'files': [{'fileid': 424457, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 12:50:25', 'hash_type': 'MD5', 'filename': 'Prosiding Nasional-2.pdf', 'hash': '22c95b3a6a8bd2c2c66c0fedbe26bd4e', 'datasetid': 'document', 'filesize': 373805, 'objectid': 157880, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424457'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/36966,2021-11-18 01:22:27,920,2021-11-18 01:22:27,"[{'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/66,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
274,PEER REVIEW Pertumbuhan dan Kandungan Nutrisi Tetraselmis sp. dari Lampung Mangrove Center pada Kultur Skala Laboratorium dengan Pupuk Pro Analis dan Urea yang Berbeda,7,show,2021-11-18 01:21:53,archive,['Q1'],,36946,pub,Jurnal Biologi Eksperimen dan Keanekaragaman Hayati,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157860', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-17 12:00:47', 'filename': 'Jurnal Ilmiah Nasional-13.pdf', 'hash': '6cfb9c7d3c33d35cbf528c30144c7291', 'fileid': 424337, 'mime_type': 'application/pdf', 'filesize': 282018, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424337', 'objectid': 157860}], 'docid': 157860, 'main': 'Jurnal Ilmiah Nasional-13.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 36946}]",public,http://repository.lppm.unila.ac.id/id/eprint/36946,2021-11-18 01:21:53,920,2021-11-18 01:21:53,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}}]",disk0/00/03/69/46,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
275,"PEER REVIEW Pola Persebaran dan Kelimpahan Burung Air pada Areal Lahan Basah di Desa Margasari, Kecamatan Labuhan Maringgai, Kabupaten Lampung Timur",7,show,2021-11-18 01:22:29,archive,['Q1'],,36967,pub,Prosiding Seminar Nasional Perhimpunan Biologi Indonesia XXV,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36967, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157881', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 424465, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 12:52:55', 'hash_type': 'MD5', 'hash': '18c98c306418d297e6426e0e7edd9230', 'filename': 'Prosiding Nasional-3.pdf', 'datasetid': 'document', 'filesize': 370021, 'objectid': 157881, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424465'}], 'docid': 157881, 'main': 'Prosiding Nasional-3.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36967,2021-11-18 01:22:29,920,2021-11-18 01:22:29,"[{'name': {'lineage': None, 'family': 'Tugiyono', 'honourific': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/67,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
276,PEER REVIEW Populasi Telur Nyamuk Aedes sp. Pada Ovitrap yang Diberi Fermentasi Gula Sebagai Atraktan Alami di Lingkungan Kampus FMIPA Universitas Lampung,7,show,2021-11-17 06:50:22,archive,['Q1'],,36930,pub,JURNAL BIOLOGI PAPUA,"[{'placement': 1, 'security': 'public', 'eprintid': 36930, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 157844, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424210', 'datasetid': 'document', 'filesize': 392658, 'mime_type': 'application/pdf', 'fileid': 424210, 'hash': '70e2948f492976b071c82aaa3d90760c', 'filename': 'Jurnal Ilmiah Nasional-2.pdf', 'mtime': '2021-11-17 03:14:34', 'hash_type': 'MD5'}], 'main': 'Jurnal Ilmiah Nasional-2.pdf', 'docid': 157844, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157844', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36930,2021-11-17 06:50:22,920,2021-11-17 06:50:22,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/30,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
277,PEER REVIEW Studi Habitat dan Keanekaragaman Burung Air di Desa Margasari Kecamatan Labuhan Maringgai Kabupaten Lampung Timur,7,show,2021-11-18 01:22:31,archive,['Q1'],,36969,pub,Prosiding Seminar Nasional Perhimpunan Biologi Indonesia XXV,"[{'files': [{'objectid': 157882, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424475', 'mime_type': 'application/pdf', 'fileid': 424475, 'hash': '1612cba85f392b1d74669901d7ff8c3b', 'filename': 'Prosiding Nasional-4.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:55:13', 'datasetid': 'document', 'filesize': 372438}], 'docid': 157882, 'main': 'Prosiding Nasional-4.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157882', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 36969, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36969,2021-11-18 01:22:31,920,2021-11-18 01:22:31,"[{'name': {'honourific': None, 'family': 'Tugiyono', 'lineage': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/69,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
278,PEER REVIEW Studi Jenis dan Status Konservasi Burung-Burung Yang di Perdagangkan di Wilayah Metro dan Bandar Lampung,7,show,2021-11-18 01:22:25,archive,['Q1'],,36965,pub,Prosiding Seminar Nasional Perhimpunan Biologi Indonesia XXV,"[{'eprintid': 36965, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Prosiding Nasional-1.pdf', 'docid': 157879, 'files': [{'objectid': 157879, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424449', 'fileid': 424449, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:47:41', 'hash': 'e4af7441c67ba0482c8c9298b14e53ab', 'filename': 'Prosiding Nasional-1.pdf', 'datasetid': 'document', 'filesize': 372374}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157879'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36965,2021-11-18 01:22:25,920,2021-11-18 01:22:25,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}}]",disk0/00/03/69/65,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
279,PEER REVIEW The endurance test of Nannochloropsis sp. paste isolated from Lampung Mangrove Centre (LMC),7,show,2021-11-18 01:23:10,archive,['Q1'],,36988,pub,IOP Conference Series: Earth and Environmental Science,"[{'eprintid': 36988, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 157902, 'main': 'Prosiding Internasional-5.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424600', 'objectid': 157902, 'filesize': 246227, 'datasetid': 'document', 'mtime': '2021-11-17 23:38:19', 'hash_type': 'MD5', 'filename': 'Prosiding Internasional-5.pdf', 'hash': 'e585af0c438026d5cb46d43454c0d299', 'fileid': 424600, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157902', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36988,2021-11-18 01:23:10,920,2021-11-18 01:23:10,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'honourific': None, 'family': 'Tugiyono', 'lineage': None}}]",disk0/00/03/69/88,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
280,PEER REVIEW Utilization of Fish Waste as Fish Feed Material as an Alternative Effort to Reduce and Use Waste,7,show,2021-11-18 01:22:04,archive,['Q1'],,36949,pub,Pakistan Journal of Biological Sciences,"[{'main': 'JURNAL INTERNASIONAL-2.pdf', 'docid': 157863, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424355', 'objectid': 157863, 'filesize': 334706, 'datasetid': 'document', 'filename': 'JURNAL INTERNASIONAL-2.pdf', 'hash': '6ccd911c6d4b85b20efb6e47e38e9a7c', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:09:58', 'mime_type': 'application/pdf', 'fileid': 424355}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157863', 'eprintid': 36949, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36949,2021-11-18 01:22:04,920,2021-11-18 01:22:04,"[{'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/49,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
281,PEER REVIEW kemenyan (Styrax benzoin Dryand) extract as green inhibitor of calcium carbonate (CaCO3) crystallization,7,show,2021-11-18 01:22:15,archive,['Q1'],,36956,pub,Desalination and Water Treatment,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157870', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424402', 'objectid': 157870, 'filename': 'JURNAL INTERNASIONAL-7.pdf', 'hash': 'b1e6c4020e88adec53f3a334c151a98e', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:25:46', 'mime_type': 'application/pdf', 'fileid': 424402, 'filesize': 249432, 'datasetid': 'document'}], 'docid': 157870, 'main': 'JURNAL INTERNASIONAL-7.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 36956}]",public,http://repository.lppm.unila.ac.id/id/eprint/36956,2021-11-18 01:22:15,920,2021-11-18 01:22:15,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Tugiyono', 'given': 'Tugiyono'}}]",disk0/00/03/69/56,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
282,Reviewer Asian Journal of Agriculture and Biology,7,show,2022-09-05 10:00:06,archive,['Q1'],,44765,unpub,Asian Journal of Agriculture and Biology,"[{'files': [{'objectid': 166652, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483345', 'fileid': 483345, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 07:01:14', 'hash': '785908a20126eb5b9e4577f28dcb3269', 'filename': 'reviewer journal ajab (1).pdf', 'datasetid': 'document', 'filesize': 335751}], 'docid': 166652, 'main': 'reviewer journal ajab (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166652', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 44765, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44765,2022-09-05 10:00:06,920,2022-09-05 10:00:06,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/04/47/65,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
283,Reviewer Thalassas: An International Journal of Marine Sciences,7,show,2022-09-05 10:00:11,archive,['Q1'],,44770,unpub,Springer,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166657', 'rev_number': 1, 'main': 'Reviewer Certificate 2021 (1).pdf', 'docid': 166657, 'files': [{'hash': 'ec5da6db4cce06cf0b62d5095e9b4f90', 'filename': 'Reviewer Certificate 2021 (1).pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 07:06:27', 'mime_type': 'application/pdf', 'fileid': 483377, 'filesize': 59821, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483377', 'objectid': 166657}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44770, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44770,2022-09-05 10:00:11,920,2022-09-05 10:00:11,"[{'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/04/47/70,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
284,"Similarity Index Fish Condition Factor as Bioindicator of Water
Quality on Mangrove Ecosystems at Labuhan Maringgai, Indonesia",8,show,2022-01-28 07:05:37,archive,['Q1'],,38607,pub,Prosiding Integrated Sci-Tech : The Interdisciplinary Research Approach,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159717', 'main': '17% Fish Condition Factor as Bioindicator of Water Quality on Mangrove Ecosystems at Labuhan Maringgai, - Tugiyono Tugiyono.pdf', 'docid': 159717, 'files': [{'objectid': 159717, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436844', 'datasetid': 'document', 'filesize': 1142707, 'mime_type': 'application/pdf', 'fileid': 436844, 'filename': '17% Fish Condition Factor as Bioindicator of Water Quality on Mangrove Ecosystems at Labuhan Maringgai, - Tugiyono Tugiyono.pdf', 'hash': 'fd95263500298b9f3f8062a1350c3f02', 'hash_type': 'MD5', 'mtime': '2022-01-28 05:03:40'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38607, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/38607,2022-01-28 07:05:37,920,2022-01-28 07:05:37,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/03/86/07,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
285,"Similarity Index Relationship of season and water quality of Way
Umpu river to public health in Way Kanan districtLampung-Indonesia",7,show,2022-01-28 07:05:42,archive,['Q1'],,38610,pub,Eco. Env. & Cons.,"[{'security': 'public', 'placement': 1, 'eprintid': 38610, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436860', 'objectid': 159719, 'filesize': 8569505, 'datasetid': 'document', 'hash': '8f54b10e46daffaded09c46fedcb1cf2', 'filename': '16% Relationship of season and water quality of Way Umpu river to public health in Way Kanan districtLam - Anang Risgiyanto.pdf', 'mtime': '2022-01-28 05:09:28', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 436860}], 'docid': 159719, 'main': '16% Relationship of season and water quality of Way Umpu river to public health in Way Kanan districtLam - Anang Risgiyanto.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159719', 'rev_number': 1, 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/38610,2022-01-28 07:05:42,920,2022-01-28 07:05:42,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}}]",disk0/00/03/86/10,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
286,Variasi Iklim dan Dinamika Kasus DBD di Indonesia: Systematic Review,7,show,2021-11-17 09:17:54,archive,['Q1'],,36936,pub,Jurnal Kesehatan,"[{'security': 'public', 'placement': 1, 'eprintid': 36936, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mtime': '2021-11-17 09:15:13', 'hash_type': 'MD5', 'hash': '82c353102425d1338be12db9c8f4ed31', 'filename': 'Jurnal Ilmiah Nasional-5.pdf', 'fileid': 424259, 'mime_type': 'application/pdf', 'filesize': 283641, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424259', 'objectid': 157850}], 'docid': 157850, 'main': 'Jurnal Ilmiah Nasional-5.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157850', 'rev_number': 1, 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36936,2021-11-17 09:17:54,920,2021-11-17 09:17:54,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Tugiyono', 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/36,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
287,Similarity check Utilization of Fish Waste as Fish Feed Material as an Alternative Effort to Reduce and Use Waste,9,show,2021-11-16 07:15:00,archive,['Q1'],"Background and Objective: Waste of fish catching and waste of fish fillet processing will cause environmental pollution, but these materials can still be used as raw material for fish feed. The objective of this research was to change fish wastes to be made as fish powder as raw material of fish feed. Materials and Methods: This research employed a completely randomized design with three treatments; Treatment A is artificial feed that uses raw material from trash fish, Treatment B is artificial feed that uses raw material from fish fillet waste and as control is factory-made feed. The silver pompano fish stocking was done with stocking density of 20 fishes mG3. The fishes were cultured for 60 days and they were adapted with formulated feed during 7 days before testing. Results: Fish powder material in Treatment A coming from trash fish waste had good enough protein content by 43.84%, while fish powder material in Treatment B coming from fish fillet waste had lower protein content by 36.3%. The results showed that the control produced better growth activity indicators
compared to Treatment A and B. The results of economic analysis showed that Treatment A and B were cheaper to produce compared
to control. Conclusion: Fisheries waste both fish catch and fish fillet waste can be used as raw material for making silver pompano fish feed. Utilization of the two wastes has two functions namely saving on aquaculture costs and reducing fisheries waste.",36902,pub,Pakistan Journal of Biological Sciences,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36902, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157820', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-16 02:24:22', 'filename': 'Utilization_of_Fish_Waste_as_Fish_Feed_Material_as.pdf', 'hash': '2554056471ce53032c6141d338bcef9d', 'fileid': 424020, 'mime_type': 'application/pdf', 'filesize': 2166231, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424020', 'objectid': 157820}], 'docid': 157820, 'main': 'Utilization_of_Fish_Waste_as_Fish_Feed_Material_as.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36902,2021-11-16 07:15:00,920,2021-11-16 07:15:00,"[{'name': {'lineage': None, 'family': 'Tugiyono', 'honourific': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}, {'id': 'indragumay@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Febryano', 'given': 'Indra Gumay'}}, {'id': None, 'name': {'family': 'Puja', 'honourific': None, 'lineage': None, 'given': 'Yuwana'}}, {'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'family': '.', 'honourific': None, 'lineage': None}}]",disk0/00/03/69/02,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
