,lastmod,userid,datestamp,pagerange,number,ispublished,publisher,documents,uri,full_text_status,refereed,type,divisions,publication,issn,creators,dir,date,eprint_status,status_changed,subjects,abstract,title,official_url,rev_number,volume,metadata_visibility,eprintid,date_type,place_of_pub,id_number,patent_applicant,succeeds,pres_type,event_location,event_title,event_dates,event_type,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
60,2020-07-22 06:12:58,99,2020-07-22 06:12:58,1-9,1.0,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23307, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36899', 'main': '1452-3243-2-PB.pdf', 'docid': 36899, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/213260', 'objectid': 36899, 'filename': '1452-3243-2-PB.pdf', 'hash': 'de601fead2f72d5d8f58e4eb8aa37f81', 'mtime': '2020-07-22 04:42:14', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 213260, 'filesize': 902499, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/23307,public,FALSE,article,['FMIPA3'],Explore (Jurnal Sistem Informasi dan Telematika),2087-2062,"[{'name': {'lineage': None, 'family': 'Lumbanraja', 'honourific': None, 'given': 'Favorisen R'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Siti', 'family': 'Rosdiana', 'honourific': None, 'lineage': None}}, {'id': 'hamim.sudarsono@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Sudarsono', 'honourific': None, 'given': 'Hamim'}}, {'id': 'junaidi.1982@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Junaidi'}}]",disk0/00/02/33/07,1970-01-01 00:00:00.000002020,archive,2020-07-22 06:12:58,['QA75'],"Several factors cause low quality and productivity of coffee in Indonesia. Pests and diseases are considered as two of the main reason for these factors. Most coffee farmers in Indonesia, particularly in Province of Lampung are undereducated farmers. They still use traditional practices to identify pests and diseases. Using an expert system, we hope that farmers can accurately diagnose coffee pests and diseases. The main goal of this research is to develop a web-based expert system to diagnose coffee pests and diseases. To identify the pests and diseases Breadth First Search (BFS) technique was implemented. The data consist of 5 pests, 5 diseases, 28 symptoms of pest, and diseases the coffee plant. Certainty factor is used to weight the symptoms and it was determined by experts and the user. Then the certainty factor is iteratively computed the system to measure the likelihood of the diagnosis. To evaluate this system, 30 users were chosen and grouped into three clusters (the coffee experts, farmers, and agriculture students, computer science students). They were asked to assess this expert system by fulfilling questionnaires. They inferred that this system runs well with percentage respectively 75.56%, 73.78%, and 83.39%.",Sistem Pakar Diagnosis Hama Dan Penyakit Tanaman Kopi Menggunkan Metode Breadth First Search (BFS) Berbasis Web,,7,11.0,show,23307,,,,,,,,,,,,,,,,,,,
61,2020-08-05 01:24:14,99,2020-08-05 01:24:14,1-14,,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 23522, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 37144, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215032', 'datasetid': 'document', 'filesize': 313740, 'fileid': 215032, 'mime_type': 'application/pdf', 'mtime': '2020-08-04 10:18:41', 'hash_type': 'MD5', 'filename': '4653-10774-1-PB.pdf', 'hash': '3ba1c0c85ce4c46204c59056e02282af'}], 'docid': 37144, 'main': '4653-10774-1-PB.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37144', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/23522,public,FALSE,article,['FMIPA3'],Journal Communications in Mathematical Biology and Neuroscience,2052-2541,"[{'name': {'family': 'Mahesworo', 'honourific': None, 'lineage': None, 'given': 'Bharuno'}, 'id': None}, {'id': None, 'name': {'given': 'Tjeng Wawan', 'honourific': None, 'family': 'Cenggoro', 'lineage': None}}, {'id': None, 'name': {'family': 'Budiarto', 'honourific': None, 'lineage': None, 'given': 'Arif'}}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Pardamean', 'given': 'Bens'}}]",disk0/00/02/35/22,1970-01-01 00:00:00.000002020,archive,2020-08-05 01:24:14,['QA75'],"As one of the most important Post-Translational Modification (PTM), phosphorylation is responsible for cellular signaling pathways and activation of enzymes. With current computational power and algorithm, it is possible to process big data, especially biomedical data, to find a complicated pattern with reasonable computation time. Computational approach for phosphorylation site prediction is more time-efficient and need fewer resources com-pared to traditional. However, the accuracy of current computational methods for phosphorylation site prediction still needs to be improved. This paper aims to create a computational method for phosphorylation site prediction with better classification performance compared to previous studies. The data used in this research to train the XGBoost models are extracted features from 2 different databases from the previous studies. The test result show that our model gave the highest accuracy on 4 out of 6 datasets. To extend our research, the XGBoost model was retrained which focused on 100 most important features from previous experiment. However, the result does not imply that it has a better result compared to our first models. As the result showing that our models gave better ac-curacy compared to the previous studies in most of the datasets, we can conclude that XGBoost model is better in predicting phosphorylation sites compared to other methods.",Phosphorylation site prediction using gradient tree boosting,,7,2020.0,show,23522,published,,,,,,,,,,,,,,,,,,
62,2022-01-28 07:22:47,883,2022-01-28 07:22:47,,,unpub,Personal,"[{'security': 'public', 'placement': 1, 'eprintid': 38628, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 312305, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-01-28 07:11:05', 'filename': 'ji4-w.pdf', 'hash': '82f60b9c479673dcaab1605cbb23fc03', 'fileid': 436984, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436984', 'objectid': 159734}], 'docid': 159734, 'main': 'ji4-w.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159734', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/38628,public,,other,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'family': 'Muludi', 'honourific': None, 'lineage': None}}]",disk0/00/03/86/28,1970-01-01 00:00:00.000002020,archive,2022-01-28 07:22:47,['QA76'],,Peer Review 2 Journal : Certain Operation Of Generalized Petersen Graphs Having Locating-Chromatic Number Five,,7,,show,38628,,,,,,,,,,,,,,,,,,,
63,2022-01-28 07:23:01,883,2022-01-28 07:23:01,,,unpub,Personal,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159738', 'rev_number': 1, 'main': 'jn2-w.pdf', 'docid': 159738, 'files': [{'mime_type': 'application/pdf', 'fileid': 437010, 'hash': 'b27597371bb915b0e104a61e9d7e0c43', 'filename': 'jn2-w.pdf', 'mtime': '2022-01-28 07:18:05', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 353408, 'objectid': 159738, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437010'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38632, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/38632,public,,other,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'family': 'Muludi', 'honourific': None, 'lineage': None}}]",disk0/00/03/86/32,1970-01-01 00:00:00.000002020,archive,2022-01-28 07:23:01,['QA76'],,Peer Review 2 Jurnal : Rancang Bangun Aplikasi Kartu Menuju Sehat (E-Kms) Pada Platform Android,,7,,show,38632,,,,,,,,,,,,,,,,,,,
64,2022-01-28 08:32:53,883,2022-01-28 08:32:53,,,pub,,"[{'eprintid': 38636, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'haki1-w-plus-manual.pdf', 'docid': 159743, 'files': [{'hash_type': 'MD5', 'mtime': '2022-01-28 07:31:54', 'hash': '0e268a572e3178cd31d4bf93ac2938a4', 'filename': 'haki1-w-plus-manual.pdf', 'fileid': 437054, 'mime_type': 'application/pdf', 'filesize': 743322, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/437054', 'objectid': 159743}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159743'}]",http://repository.lppm.unila.ac.id/id/eprint/38636,public,,patent,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}}]",disk0/00/03/86/36,1970-01-01 00:00:00.000002020,archive,2022-01-28 08:32:53,['QA76'],,Peer Review 2 dan dokumentasi HAKI : Aplikasi Pendugaan Erosi Di Daerah Aliran Sungai (DAS) Menggunakan Metode Sediment Delivery Ratio (SDR) Berbasis Android,,7,,show,38636,completed,,EC00202001635,Kurnia Muludi,,,,,,,,,,,,,,,
65,2020-10-14 04:07:37,215,2020-10-14 04:07:37,70-82,1.0,pub,Computer Science Study Program at the University of Lambung Mangkurat,"[{'eprintid': 24298, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '304-688-1-PB.pdf', 'docid': 38017, 'files': [{'datasetid': 'document', 'filesize': 629793, 'fileid': 221106, 'mime_type': 'application/pdf', 'mtime': '2020-10-13 14:14:44', 'hash_type': 'MD5', 'filename': '304-688-1-PB.pdf', 'hash': '726e3b1e9f8516173ee6daf74f753607', 'objectid': 38017, 'uri': 'http://repository.lppm.unila.ac.id/id/file/221106'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38017'}]",http://repository.lppm.unila.ac.id/id/eprint/24298,public,TRUE,article,['FMIPA3'],KLIK - KUMPULAN JURNAL ILMU KOMPUTER,p- 2406-7857 | e- 2443-406X,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}}, {'id': 'nonikurniasih10@gmail.com', 'name': {'given': 'Noni', 'honourific': None, 'family': 'Kurniasih', 'lineage': None}}, {'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Iqbal', 'lineage': None}}]",disk0/00/02/42/98,2020-04-01 00:00:00.000000000,archive,2020-10-14 04:07:37,['QA76'],"Toddler Growth Chart held by parents is a book that consists of a toddler's growth history which holds by Maternal and Child Health Services (Posyandu) officer. Growth Chartbook still uses traditional ways, written by hands to records all of the toddler's growth. Posyandu reports that sent to the Public Health Center (Puskesmas) every month still proceeds with a spreadsheet, and it makes Posyandu officers felt the difficulty of processing the data, like record, search, and store the data. e-KMS Apps can help Posyandu officers for easy recording and searching , and tracing data history.  It also helps Posyandu officers to make Posyandu reports easily. This app helps toddler’s parents to control their toddler’s growth and make the parents feel easy about how to take care of the toddlers. This application is equipped with features of calculating nutrition status and presenting toddler nutrition status data in the graph based on WHO (World Health Organization) standards in 2006, Posyandu activities, calculation of nutritional status for parents of children under five to be able for knowing the nutritional status of toddlers anywhere and at any time without waiting for the Posyandu schedule. It also provides tips and tricks for caring for toddlers to inform parents how to care for toddlers, and manages Posyandu reports every month to control the condition of toddlers.",RANCANG BANGUN APLIKASI KARTU MENUJU SEHAT (E-KMS) PADA PLATFORM ANDROID,http://klik.ulm.ac.id/index.php/klik/article/view/304,7,7.0,show,24298,published,,,,,,,,,,,,,,,,,,
66,2020-02-25 04:09:15,215,2020-02-25 04:09:15,,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 18157, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31297', 'docid': 31297, 'main': 'sertifikat_EC00202001636.pdf', 'files': [{'mtime': '2020-02-23 13:52:07', 'hash_type': 'MD5', 'filename': 'sertifikat_EC00202001636.pdf', 'hash': '23b6144dd3857cbc71b38d9ea60768e8', 'fileid': 152935, 'mime_type': 'application/pdf', 'filesize': 773235, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/152935', 'objectid': 31297}]}]",http://repository.lppm.unila.ac.id/id/eprint/18157,public,,patent,['FMIPA3'],,,"[{'name': {'family': 'Muludi', 'honourific': None, 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'id': None, 'name': {'family': 'Nabil', 'honourific': None, 'lineage': None, 'given': 'Luthfi'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yuwono', 'given': 'Slamet Budi'}, 'id': 'sbyuwono_unila@yahoo.com'}, {'name': {'given': 'Aristoteles', 'lineage': None, 'honourific': None, 'family': 'Aristoteles'}, 'id': None}]",disk0/00/01/81/57,2020-01-14 00:00:00.000000000,archive,2020-02-25 04:09:15,['QA76'],,Aplikasi Pendugaan Erosi Bentang Lahan Dengan Menggunakan Metode Universal Soil Loss Equation (USLE) Berbasis Android,https://e-hakcipta.dgip.go.id/index.php/c?code=VuVAcyV2XyJ2UyrhkTKMZln5MtEkyjQjWadm2j1FaEE%3D,7,,show,18157,published,,175098,Kurnia Muludi,,,,,,,,,,,,,,,
67,2021-11-13 10:11:11,883,2021-11-13 10:11:11,,,pub,,"[{'main': 'sertifikat_haki_EC00202001636.pdf', 'docid': 157562, 'files': [{'filesize': 773235, 'datasetid': 'document', 'mtime': '2021-11-13 09:02:19', 'hash_type': 'MD5', 'hash': '23b6144dd3857cbc71b38d9ea60768e8', 'filename': 'sertifikat_haki_EC00202001636.pdf', 'fileid': 422189, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/422189', 'objectid': 157562}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157562', 'eprintid': 36646, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/36646,public,,patent,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'lineage': None, 'honourific': None, 'family': 'Muludi'}}, {'id': 'sbyuwono_unila@yahoo.com', 'name': {'lineage': None, 'family': 'Yuwono', 'honourific': None, 'given': 'Slamet Budi'}}, {'id': None, 'name': {'lineage': None, 'family': 'Aristoteles', 'honourific': None, 'given': 'Aristoteles'}}]",disk0/00/03/66/46,2020-01-14 00:00:00.000000000,archive,2021-11-13 10:11:11,['QA75'],SURAT PENCATATAN CIPTAAN,"Aplikasi Pendugaan Erosi Bentang Lahan Dengan Menggunakan
Metode Universal Soil Loss Equation (USLE) Berbasis Android",,7,,show,36646,published,,EC00202001636,Depkumham,,,,,,,,,,,,,,,
68,2021-11-13 10:10:58,883,2021-11-13 10:10:58,,,pub,,"[{'files': [{'datasetid': 'document', 'filesize': 773231, 'fileid': 422175, 'mime_type': 'application/pdf', 'mtime': '2021-11-13 08:55:16', 'hash_type': 'MD5', 'filename': 'sertifikat_haki_EC00202001635.pdf', 'hash': 'f4c091a5fb491f75a4c299258f113128', 'objectid': 157559, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422175'}], 'main': 'sertifikat_haki_EC00202001635.pdf', 'docid': 157559, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157559', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 36643, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/36643,public,,patent,['FMIPA3'],,,"[{'name': {'family': 'Muludi', 'honourific': None, 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'id': 'sbyuwono_unila@yahoo.com', 'name': {'lineage': None, 'family': 'Yuwono', 'honourific': None, 'given': 'Slamet Budi'}}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Lumbanraja', 'lineage': None, 'given': 'Favorisen R'}}]",disk0/00/03/66/43,2020-02-14 00:00:00.000000000,archive,2021-11-13 10:10:58,['QA75'],SURAT PENCATATAN CIPTAAN,"Aplikasi Pendugaan Erosi Di Daerah Aliran Sungai (DAS)
Menggunakan Metode Sediment Delivery Ratio (SDR) Berbasis
Android",,7,,show,36643,published,,EC00202001635,Depkumham,,,,,,,,,,,,,,,
69,2022-01-27 08:01:12,883,2022-01-27 08:01:12,,,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 38505, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 1251542, 'fileid': 436062, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-27 05:54:32', 'hash': '57e4e915e8f3ccfee1efb9f87b377349', 'filename': 'haki-sdr.pdf', 'objectid': 159615, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436062'}], 'docid': 159615, 'main': 'haki-sdr.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159615', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/38505,public,,patent,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Muludi', 'given': 'Kurnia'}}, {'name': {'family': 'Yuwono', 'honourific': None, 'lineage': None, 'given': 'Slamet Budi'}, 'id': 'sbyuwono_unila@yahoo.com'}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'given': 'Favorisen R', 'lineage': None, 'honourific': None, 'family': 'Lumbanraja'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'falindra', 'given': 'Jimmy'}, 'id': None}]",disk0/00/03/85/05,2020-01-14 00:00:00.000000000,archive,2022-01-27 08:01:12,['QA76'],"Aplikasi ini berfungsi untuk membantu user dalam melakukan
pendugaan besarnya nilai erosi dari suatu daerah aliran sungai (DAS) dengan menggunakan metode sediment delivery ratio (SDR) menggunakan nilai parameter yang telah tersedia beruba luas DAS, nilai konsentrasi sedimen dan nilai debit sungai. Dengan aplikasi ini user dapat menghitung besarnya nilai erosi langsung pada lokasi penelitian dengan smartphone android yang telah ter-install aplikasi PEDAS serta dapat melakukan pengolahan data dengan mudah.",SURAT PENCATATAN CIPTAAN dan dokumentasi program : Aplikasi Pendugaan Erosi Di Daerah Aliran Sungai (DAS) Menggunakan Metode Sediment Delivery Ratio (SDR) Berbasis Android,,8,,show,38505,completed,,"EC00202001635,",Kurnia Muludi,,,,,,,,,,,,,,,
70,2022-01-27 08:01:14,883,2022-01-27 08:01:14,,,pub,,"[{'eprintid': 38506, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'haki-usle.pdf', 'docid': 159616, 'files': [{'datasetid': 'document', 'filesize': 1616346, 'fileid': 436071, 'mime_type': 'application/pdf', 'mtime': '2022-01-27 06:01:18', 'hash_type': 'MD5', 'hash': 'b13f8a678a0cf1658e7b95d9fc29e590', 'filename': 'haki-usle.pdf', 'objectid': 159616, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436071'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159616'}]",http://repository.lppm.unila.ac.id/id/eprint/38506,public,,patent,['FMIPA3'],,,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Muludi', 'given': 'Kurnia'}}, {'id': None, 'name': {'given': 'lutfi', 'lineage': None, 'honourific': None, 'family': 'nabil'}}, {'id': 'sbyuwono_unila@yahoo.com', 'name': {'family': 'Yuwono', 'honourific': None, 'lineage': None, 'given': 'Slamet Budi'}}, {'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}]",disk0/00/03/85/06,2020-01-14 00:00:00.000000000,archive,2022-01-27 08:01:14,['QA76'],"Aplikasi ini berfungsi untuk membantu user dalam melakukan
pendugaan besarnya nilai erosi dari suatu daerah aliran sungai (DAS) dengan menggunakan metode niversal Soil Loss Equation (USLE) menggunakan nilai parameter yang telah tersedia beruba luas DAS, nilai konsentrasi sedimen dan nilai debit sungai. Dengan aplikasi ini user dapat menghitung besarnya nilai erosi langsung pada lokasi penelitian dengan smartphone android yang telah ter-install aplikasi USLE serta dapat melakukan pengolahan data dengan mudah.","SURAT PENCATATAN CIPTAAN dan dokumentasi program: Aplikasi Pendugaan Erosi Bentang Lahan Dengan Menggunakan
Metode Universal Soil Loss Equation (USLE) Berbasis Android",,7,,show,38506,completed,,EC00202001636,Kurnia Muludi,,,,,,,,,,,,,,,
